index,text,year
12,"To the Personal Note of Hon'ble PM 
@narendramodi
 ji 
@PMOIndia
 @nsitharaman
 @AshwiniVaishnaw
 @Murugan_MoS
 @RailMinIndia
 @GMSRailway
 @DRMTPJ
  Sir, Please Include Mayiladuthurai-Tirukkadaiyur_Tharangambadi_Tirunallar_Karaikkal Tourism, Pilgrimage & Delta Circular link in 2022 Budget",2021
13,Jhansi Railway station renamed as 'Veerangana Lakshmibai Railway Station' by UP government https://republicworld.com/india-news/general-news/jhansi-railway-station-renamed-as-veerangana-lakshmibai-railway-station-by-up-government-articleshow.html…,2021
14,"जब डिजिटल इंडिया नही था तब ऑनलाइन इनकम टैक्स रिटर्न और रेल टिकट बनाना बहुत आसान था।अब अरबों खर्च कर के भी सब इतना पेचीदा बना दिया है की इंसान अपना सर पिटले । ये भी एक घोटाला ही होगा 
@nsitharaman
 @RailMinIndia
 @RahulGandhi
 @news24tvchannel
 @aajtak
 @ABPNews
 @BBCHindi
 @narendramodi",2021
15,"A drunk man roaming in S2 in 13242....kindly help....found to be suspicious 
@EasternRailway
 
@RailMinIndia",2021
16,"Train 13240 को क्यु रोक कर रखा गया है, पिछले चार घंटे में 50 किमी भी नहीं चली 
PNR-8145426011 
@drmncrald
 @DRM_Agra
 @RailMinIndia",2021
17,"Tarin no 13240 not show tarin live status.. So can you update 
@RailMinIndia
  @RailwaySeva
  @IRCTCofficial",2021
18,"The train number 05273 (Raxaul to Anand Vihar) is delayed. Please look into this!! 
@RailMinIndia
 @RailwaySeva
 @IndianRailUsers
 @AshwiniVaishnaw",2021
19,"Why india train always  too late sir ?   
@AshwiniVaishnaw
  can u solve this problem as soon possible  sir ! 
@AshwiniVaishnaw
 @RailMinIndia
 @WesternRly",2021
20,"https://jagran.com/uttar-pradesh/lucknow-city-lucknow-lokmanya-tilak-terminal-superfast-train-will-be-connected-again-catering-start-from-5-january-22335683.html…
@indianrailway__
 @RailMinIndia
 @myogioffice",2021
21,"Trichy-Namakkal-Salem route deserves 6 lane NH and double railway track.
Long overdue.
Also Cauvery river bridge @5-10 KM intervals.
@CMOTamilnadu
 @MORTHIndia
 @NHAI_Official
 @RailMinIndia
 @GMSRailway
 @DRMTPJ",2021
22,"Jaisalmer(The Golden City) is very nice  place to visit in western Rajasthan.
But the Railway station washroom given me a very bad experience.
It's very dirty, waste water is everywhere. Is it swach Bharat?
@RailMinIndia
 @NWRailways
 @GMNWRailway",2021
23,"Hi 
@RPF_INDIA
 @RailMinIndia
 @RailwaySeva
 i am travelling from Jaipur to Ambala in 19717 train today.
Here is my seat details coach b-4, seat 8.
There are 4 boys around my seat & (not sure) they are drunk and smoked sometime back! And are creative nuisance
Please act asap",2021
24,"trvling frm nagda to pune seat B1 9 with fmly A station godhra in btw whl sleping polc cam & strt chkng the bags whn askd thy wr srchng 4 alcohol as GUJ is dry stat v r trvling frm mp to MAH y v need to show them my bag
Is this valid?
 
@RailwaySeva
 @RailMinIndia
 @AshwiniVaishnaw",2021
25,"@RailMinIndia
@AshwiniVaishnaw
@cpjoshiBJP
@baheriasc
महोदय आप भी अपने क्षेत्र में सरेरी, हमीरगढ, गंगरार व शम्भूपुरा में 14801 व 14802 के कोरोना से पुर्व के ठहराव बहाल करवाएं",2021
26,"आखिर रेलवे 2018 की तरह सभी ट्रेनों के सामान्य डिब्बो में अनारक्षित टिकट व्यवस्था कब लागू करेगा।
या फिर कोई बड़ा हादसा होने का इंतजार कर रहा है। 
@PMOIndia
@narendramodi
 @AshwiniVaishnaw
 @RailMinIndia
 @RailwaySeva
 @raosahebdanve
 @DarshanaJardosh
 @raosaheboffice",2021
27,"Change the hidious new color if you want the Queen to retain it's glamour! 
@Central_Railway
 @RailMinIndia
 #saveDeccanQueen",2021
28,"प्रयागराज रेल मंडल में अंधेरगर्दी, क्लर्क को सौंप दिया CMI का काम, रोस्टर घोटाले की जांच पर असर की आशंका 
@RailMinIndia
 @AshwiniVaishnaw
 @GMNCR1
 @drmncrald
 @SrDCM_ALD
 @ccmncrdkt
 @GM_NRly
  https://nationalwheels.com/archives/5078",2021
29,"Ab inko hindu naam bhi nahi pasand... Bhai itna bada naam koi kaise bolega? Those extra words are going to cost to 
@RailMinIndia",2021
30,That's Our Mam,2021
31,"@RailMinIndia
 इस गाड़ी संख्या 09037/09038 बाड़मेर बांद्रा टर्मिनस को एक रेक की व्यवस्था करके नियमित रूप से चलाया जाए तो बाड़मेर जिले जालोर जिले के लाखों यात्रियों को लाभ मिलेगा। नाकोड़ा तीर्थ आने जाने तथा जसोल माता का मंदिर के दर्शन का लाभ मिलेगा। व्यापार बढ़ेगा, रेलवे को आय होगी",2021
32,बाजवा मे इंटरसिटी का स्टॉप दिया जाए brc to adi का,2021
33,महाराष्ट्र राज्यभाषा मराठीत सांगा,2021
34,गोड्डा-राजेंद्रनगर एक्सप्रेस की जरूरत है.. 13241/42 बांका राजेन्द्रनगर एक्सप्रेस सिर्फ 3 दिन चलाई जा रही है इसे 3 दिन गोड्डा लाया जा सकता है..,2021
35,@SrDOM_ALD please look into the matter.,2021
36,@SrDOM_ALD kindly look into the matter.,2021
37,"Sir, informed to on board escort staff to solve the problem, sorry for inconvenience caused is deeply regretted Thank you sir.",2021
38,"Inconvenience caused is deeply regretted.
@SrDOM_ALD",2021
39,"@RailMinIndia
 Today I was travelling from Bhopal to Delhi via Shatabdi. The food service was good. The PC service Mr. Gaurav Rajawat in C-10 coach was very humble and nice in giving good hospitality. Thank you",2021
40,"The waiting chairs of ""Upper Class and Sleeping Class waiting room at Sawai Madhopur station, Platform 1, needs repairing and regular maintenance. Being a tourist hub this place needs attention. 
@RailMinIndia
 @AshwiniVaishnaw
 @ashokgehlot51
 @danishabrar2016
 @JaunapuriaSS",2021
41,"Concern & inconvenience to passengers. that train number 13240, from Mathura to Varanasi (Kota Patna Express) is late for 2 hrs. We are still waiting on platform. Appreciate your help here. Thank you! 
@RailMinIndia
 @AshwiniVaishnaw",2021
42,@drmncrald,2021
43,"@PiyushGoyal
 @IRCTCofficial
 @RailMinIndia
 @RailwaySeva
 good job installing water reducing flush but at least make them run! Unhygienic seats and washrooms (no cleaning/sanitisation)! This is happening during a pandemic, God knows what you’ll do in the third wave!",2021
44,"MATTER FWD TO 
@rpfncrjhs
 .",2021
45,म्हणजे ???,2021
46,"MATTER FWD TO 
@srdomjhansi
 .",2021
47,"@CnbCtm
 please look into the matter.",2021
48,Noted your request for forwarding to concerned authorities for consideration,2021
49,"#Jhansi - रेलवे स्टेशन का नाम बदला गया, वीरांगना लक्ष्मीबाई रेलवे स्टेशन नया नाम होगा, झांसी रेलवे स्टेशन का नाम बदलने का आदेश जारी। 
@RailMinIndia
 | #News1IndiaTweet",2021
50,उक्त सूचना के संबंध में जीआरपी थाना झांसी आवश्यक कार्यवाही हेतु बताया गया,2021
51,"महोदय 
@RailMinIndia
 लगता है अभी तक आपके अफसरों ने कोई संज्ञान नहीं लिया।",2021
52,गाडी के बदलाव के कारण पोजीशन स्टेस दिया नहीं होगा और पुरानी होगी.,2021
53,"हालात देख महसूस हुआ सुरक्षा कर्मचारी कितनी मुस्तैदी से करते हैं अपनी ड्यूटी, दिल्ली DRM से विनती अगर दायित्व सही से नहीं निभा पा रहे हैं तो अतिरिक्त और बाहर किसी अन्य पदाधिकारी को सुपुर्द करें 
@RPF_INDIA
 @AshwiniVaishnaw
 @GM_NRly
 @RailwayNorthern
 @GMNWRailway
 @NWRailways",2021
54,It was a suggestion from my side.,2021
55,"Thanks for your valuable suggestion, shall be examined as per Railway Board / Head quarter instructions.",2021
56,"जो भी हो,
लेकिन अपनी प्यारी नागपुर शहर को अकेला छोड़कर जा कहा रहे हो....",2021
57,"sir , please look into this matter for resolve the problem . 
@srdmeadidiv",2021
58,It is happening due to OHE WIRE broken at SIGSIGI station.Maintenance work is going on. It will rectified soon. Sorry for inconvenience.,2021
59,"The 
@Gmwrly
 should wake up and look into this. 
No money to build atleast ONE bridge on a station that has 2 platforms? 
Our 
@RailMinIndia
 is much better than this.. I'm sure.",2021
60,"श्रीमान उक्त शिकायत के संबंध में निरीक्षक झाँसी @rpfpostjhs  वह 
@spgrpjhansi
  जीआरपी कंट्रोल झाँसी को आवश्यक कार्यवाही हेतु  अवगत कराया गया",2021
61,,2021
62,पता नही आपको इसमें दिक्कत कहा आ रही है ? देश के लिए कुर्बान हुई देवी को विरंगना की उपाधि दे के सम्मानित करने में बुराई क्या है ?,2021
63,Complaint attended by onboard TTE.,2021
64,नांदेड़ के बाद ये ट्रेन शायद सिकंदराबाद होकर ही बैंगलोर जाएंगी।,2021
65,"kindly look in this matter 
@BhopalDivision",2021
66,Sorry for the inconvenience caused. Thanks for sharing your concern with us. Matter notified to concerned officials to investigate and take necessary action  to avoid such reoccurrence. West Central Railway will be happy to provide the best of services.,2021
67,"I went to Jhansi Railways station toh naam badal gaya wah
Same with Manduadih.",2021
68,The matter is also registered through Railmadad.,2021
69,"Sir Banaras aur Varanasi station code names are very confusing
Please change them for better convenience
Varanasi Jn ( *BSB* ) n Banaras ( *BSBS* )
I got confused on my first visit
@RailMinIndia
Please consider this",2021
70,"Thanks lot for such a quick response madam.
Very kind of you.",2021
71,अटरू में भी दयोदय एक्सप्रेस व इंदौर इंटरसिटी एक्सप्रेस के ठहराव की जरूरत है,2021
72,Our courts are also sleeping in this matter,2021
73,"Kindly share your train number, seat number, and mobile number for further assistance.",2021
74,Indian Railways Vs #RailRoko,2021
75,How many of you have travelled with these tickets on Indian Railways ?,2021
76,"Look again. This is Palace on Wheels. Launched by the Indian Railways in 1982. Yes, we did exist before 2014",2021
77,"Brandnew PETITION 
Stop the Massacre of Elephants on the Deadly Indian Railways!

After signature share • tweet • retweet • widely ",2021
78,"Dear Twitterati!

Southern Railway is 70K strong on Twitter now

Much obliged to you all for the great support!

 Looking forward to many more milestones!

#SouthernRailway #IndianRailways",2021
79,"Look again. This is not the interior of the Thalys' Paris to Brussels rapid but rather that of the Indian Railways' Sri Ramayana Yatra train from Delhi to Ayodhya.

Well-done, 
@AshwiniVaishnaw
, and all those who have worked day and night for the launch of this new service.",2021
80,"गणपति बाप्पा मोरया। 

#IndianRailways to run 261 Ganapati Special Trains.",2021
81,"Historic Electrification of Indian Railways under Modi government

via NaMo App",2021
82,"Good news to passengers..
INDIAN RAILWAYS WELCOME S YOU 

Good night  
#SarkaruVaariPaata",2021
83,"#Repost  
@RailMinIndia
 
Indian Railways network provide connectivity across the length & breadth of the country which includes naturally rich landscapes in the country too. 

Explore India with Indian Railways- Committed to serve with a smile. 

#DekhoApnaDesh",2021
84,Lone travellers in Indian Railways with only single carry on bag are the most underrated and under appreciated people in this country. ,2021
85,"Prevent the Fire
Be a responsible citizen and do not smoke or allow others to smoke in the Train & Railway Premises. 
Smoking inside the Railway Premises or in Train is a punishable offence.
#railway #firebrigade #fireservice #firefighter
#fireprevention #train #indianrailways",2021
86,"The Bengal Nagpur Railway operated several classes of steam locomotives until its demise, including India's largest: BNR Class N ""Beyer Garratt"" type 4-8-0+0-8-4 steam locomotive Nr. 814 (built by Beyer Peacock Locomotive Works, Manchester-Gorton)
#railways #IndianRailways #India",2021
87,"The Indian Railways has done a lot of work over the last few years; passenger facilities have been upgraded; experiential travel has happened and more and more routes have been added. And without a doubt 
@PiyushGoyal
 has led from the front. I wonder why our media is silent?",2021
88," मधुबनी पेंटिंग्स से सजा स्टेशन
 एक नहर उम्मीदों वाली

देखिए 
@SHAGUFTADEV
, 
@Mishabajwaz
, 
@aditi_girotra
 और @k_navjyot के साथ #ChaiParCharcha में 

#IndianRailways #JammuAndKashmir #Gujarat",2021
89,"#WomenEmpowerment - To provide a safe and comfortable journey to the women passengers, the Indian Railways has taken the decision to reserve berths for them in two trains going to Bihar.

#railways #indianrailways 
@IRCTCofficial",2021
90,"#InvestInIndia

The Indian Railways successfully transported over 1 Billion Tonnes of freight in FY 2020-21! 

Know more at http://bit.ly/II-Railways

#InvestIndia 
@RailMinIndia
 @AshwiniVaishnaw",2021
91,"En Inde , en plus du braconnage, les éléphants sont victimes de collisions avec des trains, les humains ne cessant d'empiéter sur leur habitat. Merci de signer et partager la pétition du 
@vfaes_org
 via 
@DingliLaurent
 @ChangeFrance",2021
92,"PETITION 

INDIA MUST HELP AND PROTECT ELEPHANTS FROM THE DEADLY RAILWAYS 

Stop the Massacre of Elephants on the Deadly Indian Railways! - Sign the Petition! https://chng.it/4GvDycD9 via 
@UKChange",2021
93,"Can Indian Railways build viaducts over forest areas like the parts of Siliguri-Alipurduar line which are elephant corridors? This will be costly but will be beneficial to
• Save wildlife
• Increase train speed & punctuality
• Help increase vistadome tourism
@AshwiniVaishnaw",2021
94,"Someone has stolen my bag in Patna Kota Express and there is Police in entire Sleeper
#IndianRailways",2021
95," After signature 
share • tweet • retweet • widely 
ThankYou 

#StopElephantKillerTrains

 #Petition 
 https://chng.it/VFyvxCnf via 
@Change",2021
96,"#IndianRailways 
@RailMadad
 @IRCTCofficial
 
Atleast search the bag in train with me,
There is no police in entire Sleeper,

Thank you for contacting us. Your RailMadad Reference No. is: 2021123000119. You can track your concern on https://railmadad.indianrailways.gov.in/madad/final/home.jsp… .CRIS/RailMadad",2021
97,"महाराष्ट्र में स्कूल और कॉलेज बंद करने पर 15 दिनों में होगा फैसला

http://jagruktimes.co.in/hindi/current-news/india/according-to-new-rules-of-indian-railways-railway-police-can-not-check…",2021
98,"#IndianRailways have no value of people's time. They should never give schedule if they are not gonna follow it.
#shamerailways",2021
99,"दिल्ली में रेल पटरियों के किनारे अतिक्रमण हटाने की कवायद हुई शुरू, घर खाली करने का नोटिस

#Delhi #NCR #Encroachment #Slums #SaraiRohillaStation

https://jagran.com/delhi/new-delhi-city-ncr-indian-railways-to-give-notices-for-remove-encroachment-at-daya-slum-basti-near-sarai-rohilla-station-delhi-22334404.html…",2021
100,Rishikesh-Karnaprayag Char Dham project gains momentum; Indian Railways shares update https://republicworld.com/india-news/general-news/rishikesh-karnaprayag-char-dham-project-gains-momentum-indian-railways-shares-update-articleshow.html…,2021
101,"Is Railfanning is a crime in India? Why always RPFs were stop us while capturing beautiful moments in railway station! Is that railfanning is offence? Still confused #irts 
@RailMinIndia
 @IRTSassociation
 @rahmanology
 @Ananth_IRAS
 #indianrailways 
@RPF_INDIA",2021
102,"अपने स्वाद व विशेष चमक के लिए देश-विदेश में प्रसिद्ध गंगानगरी किन्नू अब विशेष ट्रेन के जरिए बांग्लादेश बिकने जाएगा।
#Kinnu #GanganagariKinnu #IndianRailways 
@NavbharatTimes
https://navbharattimes.indiatimes.com/business/business-news/now-ganganagari-kinnu-will-reach-bangladesh-by-rail-the-first-special-train-tomorrow/articleshow/88568271.cms…",2021
103,"Please S&S this important petition to - Stop the Massacre of Elephants on the Deadly Indian Railways! - Sign the Petition! https://chng.it/WvgbxzN8 via 
@CdnChange",2021
104,"All 695 hospitals, clinics of railways connected through software. RailTel is impleming this HMIS project for Indian Railways https://ethealthworld.com/s/yr9cjvb via 
@ETHealthWorld",2021
105,Duronto (Train#12261) from Mumbai to Kolkata got stuck for more than 2 hours at Chakradharpur without any prior intimation. Are we really changing our expectations in Indian Railway journey or just beating around the bush!!#IndianRailways #indianrailway #RailMinIndia #RailwaySeva,2021
106,"A few seats in every coach of #Vikramshila Superfast #Express and #Bhagalpur Garib Rath would be earmarked to provide a safe and comfortable #journey to the female #passengers.

#indianrailways 
https://thelogicalindian.com/gender/indian-railways-reserved-berths-women-passengers-bihar-trains-32864…",2021
107,Indian Railways Char Dham Railway Project: Work on Rishikesh-Karnaprayag rail line in progress; See pics here,2021
108,"Stop the Massacre of #Elephants on the Deadly Indian Railways! - Sign the Petition! https://chng.it/R6x66YbJ via 
@UKChange",2021
109,"#अयोध्या #कैंट स्टेशन भी रेल #विद्युतीकरण से जुड़ा, #प्रयागराज #संगम से जल्द चलेंगी इलेक्ट्रिक ट्रेनें – https://nationalwheels.com/archives/5059 #Indianrailways #Nationalwheels #नेशनलव्हील्स #AshwiniVaishnav #Prayagraj",2021
110,"अयोध्या में भगवान राम के मंदिर की तर्ज पर रेलवे स्टेशन का भव्य निर्माण किया जा रहा है जहां श्रद्धालुओं को पहुंचते ही मंदिर की भव्यता की झलक देखने को मिलेगी।
#Ayodhya #IndianRailways #ayodhyarammandir",2021
111,"The package name is 'New Year Pondicherry Package With Tirupati Balaji Darshan'. It begins today, December 29, and will go on till January 2, 2022.",2021
112,"જાણવા જેવું/ ટ્રેનની છત પર શા માટે લગાવવામાં આવે છે ગોળ ઢાંકણા? મજેદાર છે કારણ - GSTV
https://gstv.in/indian-railways-fact-roof-ventilator-gujarati-news/…",2021
113,"The story of #IndianRailways in 2021 was one of recovery and putting its house in order after a forced hiatus from the tracks for the first time in its history due to the #coronavirus outbreak
https://economictimes.indiatimes.com/industry/transportation/railways/railways-strove-hard-in-2021-to-be-back-on-track/articleshow/88565845.cms…",2021
114,"Punjab News: किसानों ने आठ दिनों बाद वापस लिया 'रेल रोको' आंदोलन, अब अमृतसर तक हो सकेगा ट्रेनों का संचालन
https://india.com/hindi-news/punjab/indian-railways-irctc-news-in-hindi-farmers-ends-eight-day-sit-in-at-railway-tracks-in-ludhianas-punjab-5160611/…",2021
115,#Bloomberg's Investigation Report seems more like a report written by the Propaganda Wing of the CCP in Beijing. Hope New Delhi will issue orders for the paper it is printed on to be used as toilet tissue in Indian Railways....,2021
116,"Greater Noida: Man cheats a person by promising job in Indian Railways, arrested https://hindustantimes.com/cities/noida-news/greater-noida-man-cheats-a-person-by-promising-job-in-indian-railways-arrested-101640805388793.html…",2021
117,"ಆಸ್ಪತ್ರೆ ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ ಆರಂಭಿಸಿದ ರೈಲ್ವೆ ಸಚಿವಾಲಯ
#IndianRailways 
https://prajavani.net/india-news/railways-starts-hmis-facility-in-its-hospital-897301.html…",2021
118,Indian Railways Rule Changed: Good news! Now passengers can catch their train from any station! Know new rule of ... https://businessleague.in/indian-railways-rule-changed-good-news-now-passengers-can-catch-their-train-from-any-station-know-new-rule-of-irctc/…,2021
119,"The next ones protesting would be the Railway Employees as Indian Railways would be sold to Modijis bestie Adani

Only thing constant in BJP regime are protests by various sections of the society for their just demands.

Keep hustling,keep up the good fight,the fascists wil leave",2021
120,Char Dham Railway Project: Indian Railways Issues Updates On Work On Rishikesh-Karanprayag Rail Line Project,2021
121,#IndianRailways Char Dham Railway Project: Work on Rishikesh-Karnaprayag rail line in progress; See pics here,2021
122,"Damn Indian railways and damn their 3rd AC middle seats!
Plus I got a chatty co-passenger who is continuously exchanging gossip with someone over phone. I mean, I now literally know odd stuff about all her neighbours & relatives! I can only wish for her phone battery to die!",2021
123,All the 695 hospitals and clinics of the Indian Railways have been connected with each other through a software called Hospital Management Information System (HMIS) to provide faster and better healthcare to patients.,2021
124,"ನೈಋತ್ಯ ರೈಲ್ವೆಯ ಸೇವೆಗಳನ್ನು ಕುರಿತಾದ ಮಾಹಿತಿಯನ್ನು ಪಡೆಯಲು ನೈಋತ್ಯ ರೈಲ್ವೆಯ ಅಧಿಕೃತ ಟ್ವಿಟರ್ ಖಾತೆ 
@SWRRLY
  ಅನ್ನು ಅನುಸರಿಸಿ.
 
ರೈಲ್ವೆ ಸಂಬಂಧಿತ ಎಲ್ಲ ರೀತಿಯ ವಿಚಾರಣೆಗಾಗಿ 139 ಕ್ಕೆ  ಕರೆ ಮಾಡಿ. 

#TrainEnquiry
#IndianRailways ",2021
125,"Stop the Massacre of Elephants on the Deadly Indian Railways! 



https://chng.it/GtdT7brC vía 
@ChangeorgAR",2021
126,"IRCTC Latest News: Women passengers, rejoice! You will get reserved berths in 2 Bihar-bound trains from New Year.
#IndianRailways #IRCTC #VikramshilaSuperfastExpress #BhagalpurGaribRath 

https://india.com/business/irctc-latest-news-today-railways-announces-reserved-berths-for-women-passengers-in-2-trains-from-new-year-vikramshila-superfast-express-bhagalpur-garib-rath-rajdhani-humsafar-express-duronto-express-5162291/…",2021
127,"Stop the Massacre of Elephants on the Deadly Indian Railways! - ¡Firma la petición! https://chng.it/fKSD8KLF a través de 
@change_es",2021
128,"Stop the Massacre of Elephants on the Deadly Indian Railways! - ¡Firma la petición! https://chng.it/vrW7G2fv vía 
@Change_Mex",2021
129,"Indian Railways : रेल्वे गाड्यांच्या छतावर गोल आकाराचे झाकण का लावलेले असते, माहित आहे का?

#IndianRailways #railway

https://zeenews.india.com/marathi/india/indian-railways-why-are-round-roof-covers-placed-on-the-roofs-of-trains-you-know-what/598656…",2021
130,"The story of #IndianRailways in 2021 was one of recovery and putting its house in order after a forced hiatus from the tracks for the first time in its history due to the #coronavirus outbreak.

 https://deccanherald.com/national/railways-strove-hard-in-2021-to-be-back-on-track-1065855.html…",2021
131,"হাবড়ায় চায়ের দোকানে হামলা রেল পুলিশের
#railway #IndianRailways #north24pgs #teastall

https://bangla.asianetnews.com/west-bengal/rpf-demolishes-new-tea-stall-of-tuktuki-das-in-habra-protest-rally-of-tmc-bsm-r4w904…",2021
132,"A few seats in every coach of Vikramshila Superfast Express and Bhagalpur Garib Rath would be earmarked for female passengers. 

#railways #indianrailways",2021
133,"Earlier, the Railways had introduced 'Meri Saheli', a pan-India campaign, with an aim to provide enhanced safety and security to female passengers, right from boarding to deboarding a train. 
#railways #indianrailways",2021
134,"#Maharashtra 's first intra-state high-speed #bullettrain  rail projects may finally get on track by 2022.
@raosahebdanve
 #IndianRailways #IRCTC 
https://mumbailive.com/en/infrastructure/rmaharashtra's-first-intra-state-bullet-train-likely-to-run-on-tracks-by-2022-70727…",2021
135,"Scintillating night view of Basin Bridge yard 
#BeautifulRailways  #southernrailway #IndianRailways",2021
136,"Mysuru Railway Station ! #streetsofmysuru #mysorerailwaystation 

#mysuru #mysore #shotonpixel #teampixel #light #indianrailways 
@DrmMys",2021
137,"Received via WA!
Isn’t this simply brilliant and marvellous! So proud! #IndianRailways #EngineeringMarvels",2021
138,"रेल्वे प्रशासनाचे जाहीर आभार...!!
#IndianRailways 
#centralrailways 
#railway",2021
139,"It cannot get any beautiful than this

Kevadia Railway Station ....  Drop here for #statueofunity

#IndianRailways 
@RailMinIndia
 ",2021
140,"""Birth of a tiny ecosystem"" got a coverage but what about the distruction of huge ecosystem due the use of AC and so called development?
#GlobalWarming #Ecosystem #IndianRailways",2021
141,Speedy mechanised unloading of construction materials progressing at Changanassery yard. #IndianRailways,2021
142,"Chilly Winter Noon 

ABR WDM3A with Bikaner - Rewari Express.
TKD WDP4B with Delhi Sarai Rohilla - Bikaner Superfast .

Bikaner Jn. December 2021 #indianrailways",2021
143,"Trains are my first love. 
#IndianRailways",2021
144,"May the lights of #Christmas shine bright and may the brightness remain with you all year long.
#RLDA wishes you all a #MerryChristmas!

#MerryChristmas2021 #Christmas2021 #IndianRailways 
@PMOIndia
 @narendramodi
 @RailMinIndia
 @AshwiniVaishnaw
 @DarshanaJardosh
 @mygovindia",2021
145,"#DidYouKnow 
WDM-4s hauled several high-profile express trains, including the Himgiri Express and Doon Express. This locos were primarily assigned to Mughalsarai (MGS)
@nationalrailmus
 @NewDelhiTimes
@RailPostIN
#RailHeritage #IndianRailways #NationalRailMuseum",2021
146,"Dial Rail Madad Helpline number 139 and seek answers to all your queries related to #IndianRailways

#Dial139Telephone receiver
#OneRailOneHelpline139  
@DDNational
@airnewsalerts
 
@PIB_India",2021
147,"27.12.2011 உத்தரப்பிரதேசத்தில் காசியாபாத் & புதிய காசியாபாத் ரயில் நிலையங்களில் ரயில்வே வாரியத்தின் பயணிகள் சேவை குழுவின் சார்பாக ஆய்வு மேற்கொள்ளப்பட்டது.
@annamalai_k
 @KesavaVinayakan
@CTRavi_BJP
 @ReddySudhakar21
  #IndianRailways #indianrailwaystation #pscmembers #RailwayBoard",2021
148,#IndianRailways #Railways #BJP #bjpgovt #ModiInVaranasi #Modi,2021
149,Wow! The mentality of a Raja & his govt. Thinks that malnourished people living on <30 Rs a day will all travel by planes. His 'Fakeer' PM who changes 4 designer dresses a day&travels in an 8000 Cr plane & building a 8000 Cr house for himself on our money wants to destroy Railway,2021
150,"ट्रेन का टिकट बुक कराने पर मिलेगी 75 फीसदी की छूट, जानिए क्या है नियम और कौन ले सकता है फायदा?

#IndianRailways

https://abplive.com/photo-gallery/business/indian-railways-how-to-get-discount-on-railway-tickets-irctc-train-ticket-booking-2026052…",2021
151,"How well do you know the role of Indian Railways in the Indian Independence movement?
Check this video out to know its significance 
https://youtu.be/BaIIwGYSLq4
#IndianRailways 
#FreedomMovement

Follow sw_rly on Instagram 
https://instagram.com/sw_rly/",2021
152,"एक ट्रेन के कारण प्रभावित हुआ बस्तर का पर्यटन व होटल व्यवसाय- सांसद बैज 
@DeepakBaijINC
 @Indianrlyinfo
@RailMinIndia
#ChhattisgarhNews #Chhattisgarh 
#IndianRailways
https://hamarawaaz.com/2712202101",2021
153,"रेलवे में 12वीं पास के लिए है नौकरी, आवेदन की लास्‍ट डेट नज़दीक 

#IndianRailways #Career 

https://aajtak.in/education/career/story/rrc-railway-recruitment-2021-notification-application-last-date-eligibility-apply-online-railway-bharti-lbse-1380762-2021-12-26…",2021
154,"228 ट्रेनें आज पूरी तरह रहेंगी रद्द 
#Trains #IndianRailways #Travel 
https://aajtak.in/india/news/story/indian-railway-cancelled-trains-list-29-dec-2021-irctc-diverted-trains-running-status-enquiry-indianrail-gov-in-ntes-update-lbs-1382149-2021-12-29…",2021
