index,text,year
91,"Hello 
@RailMinIndia
, no water in #12151 Samarsata SF Express since last night.",2022
92,"Train no 14212 पिछले 2 घण्टे से अधिक समय से खड़ी है इतनी सर्दी में रेलवे विभाग क्या चाहता है 
@RailMinIndia",2022
93,"रेल प्रशासन थोड़ा भी ध्यान नहीं देता है ट्रेनमें इतना परेशान करती है किन्नर और भी मागने वाले लोग कोई भी प्रशासन बोलता नहीं कोई इंसान मजबूरी में कही जा रहा हो तो सारा पैसा ट्रेन में ही खत्म हो जाएगा बिनाइजाजत बिना टिकट कैसे चढ़ जाते है लोग 
@RailwaySeva
 @RailMinIndia
 
Pnr6841866943",2022
94,"इंदौर जंक्शन पर प्लेटफॉर्म नंबर 1,2,3,4 से 5 व 6 की दूरी एक किलोमीटर है। स्टेशन पहुंचने पर पता चलता है कि नई दिल्ली 20957 एक्सप्रेस 5 नंबर से जाएगी, इससे यात्रियों विशेषकर बुजुर्ग और बीमार की परेशानी से शायद रेलवे प्रशासन को कोई लेना देना नहीं है। 
@RailMinIndia
 @AshwiniVaishnaw",2022
95,"whats wrong with 12741? 8 hrs late? So this is your service? Paise jaise marji lo.....service ke naam jhunjhuna pakda do.....
@RailMinIndia
  Complete bulshit. No pantry car, stopping in the middle of nowhere 
@AshwiniVaishnaw
  wth is this? kaamchor ha aap log yaad rakhiye.",2022
96,"आपको सूचना देनी है नवादिया फाटक न॰362 E2 C स्टेशन CBJ नॉर्दन रेलवे में आता है फाटक का कोई टाइम टेबल नहीं है जिससे यहां रह रहे लाखों लोगों को असुविधा होती है कृपया इसका समाधान करें District:Bareilly 7599810225 pin: 243001 
@RailwaySeva
@drm_mb
@RailMinIndia
@RailwayNorthern",2022
97,"रेलमंत्रीजी रेलवे ग्रुप डी भर्ती मे जो रेल ऍप्रेन्टिस का स्कोरकार्ड आया है उसमे काफ़ी गड़बड़ी है पास लड़कों को फेल और फेल को पास किया गया है कृपया स्कोरकार्ड पर पुनर्विचार करें
@RailMinIndia
 @AshwiniVaishnaw
 
@GM_NRly
 @drm_mb
 @drm_dli
 @drmmumbaicr
 @drmncrald
 @DrmJhansi
 @DRM_Agra",2022
98,"Travelling in  11077 ...
Coach number s7 
Seat 27
Some people  have caught  thief and making huge noise.please send someone  before something happens. 
@RailMinIndia",2022
99,"need urgent help 
@RailMinIndia
 in 11448 plz contact
@IRCTCofficial
@AshwiniVaishnaw",2022
100,"हेलो 
@RailMinIndia
, जबलपुर रीवा इंटरसिटी से सफर कर रहा हूं! ट्रेन शाम 5:20 पर जबलपुर से चली है और 7:30 होने को है जबलपुर से सिर्फ सिहोरा तक पहुंची है! यात्री अपने गंतव्य पर कब पहुचेंगे? सबको रीवा शहर में तो जाना नही है ! कृपया संज्ञान ले और कार्यवाही करें!",2022
101,"Train no 12448 coach S4 , multiple people travelling without tickets and not vacating for the reserved tickets. 
@RailwaySeva
 @RailMinIndia",2022
102,"Dear 
@GMSRailway
 @RailMinIndia
 @IRCTCofficial
 

Kindly maintain all sleeper coaches clean dust is present in all windows, seats and floor in sleeper coaches all these are very basic expectations from passengers 

#hygiene #SwachhBharat #cleancoaches #basicrequirements #Railways",2022
103,"Train number 13236
Coach M1
No body from the train technical is available to run Ac
The whole coach hai become a suffocation material now
@RailMinIndia
 
@IRCTCofficial",2022
104,"Hello 
@RailMinIndia
 @AshwiniVaishnaw
 @IRCTCofficial
, I am travelling from SHM to SC in 18045 Est Coast express in A1 (2AC) compartment. Ordinary hawkers as well as unauthorized ppl were entering the coach since morning as if it's sleeper Or general compartmnt. Now my co-passngr",2022
105,"It's my humble request you to please inform Pantry Services in 12849 BILASPUR PUNE Express is available or not?? Some people selling mineral water Rs 20 instead of Rs 15. Kindly do the needful and take appropriate action. 
@DrmSolapur
 @drmpune
 @RailMinIndia",2022
106,"#RailwayNewVacancyDo 
SSC calendar 2023-2024 out but RRB till now hanging with previous recruitment 2019 .There is no new recruitment notification till now.We need Rrb Exam calendar for the year 2023-2024 and start new recruitment asap 
@RailMinIndia
 @IESramteerath
 @Railway_SSE",2022
107,"बिहार का बुलेट ट्रेन नं० 12203, 9 घंटा बिलम से चल रही है सुविधा के लिया रेल मंत्री 
@AshwiniVaishnaw
 जी को बहुत बहुत धन्यवाद 
आशा करता हूं 2-4 और बुलेट ट्रेन को बिलम किए होंगे।
@jagograhakjago
@AshwiniVaishnaw
 
@RailwaySeva
 
@IRCTCofficial
 
@RailMinIndia",2022
108,"While using the uts app there is the problem of ticket booking,after paying for the seasonal ticket also I have not got the ticket and the money is also not refunded.plzz do something 
@RailwaySeva
 @RailMinIndia",2022
109,"Train 12289 CSMT-NGP Duranto express, even after paying high fare(dynamic pricing) in 3AC, no linen/blanket provided. Please look into it 
@AshwiniVaishnaw
  @IRCTCofficial
  @RailMinIndia",2022
110,"Dear Sir
In train no 22982 Coach no B1 some person are travelling  without valid ticket and creating nuisance to other co passenger kindly look into. 
@AshwiniVaishnaw
 @RailMinIndia
 @RailwaySeva
 @RPF_INDIA
 @IRCTCofficial",2022
111,"I will travel in train number - 15232
My PNR number is 6313507086.
Why this train is always late??
@RailMinIndia
 @PiyushGoyal",2022
112,"PNR 6611731403 KOAA SLC 2AC A1 TOILET DIRTY UNUSABLE PLZ LOOK INTO IT 
@RailMinIndia
 @EasternRailway
 @RailMadad
 @AshwiniVaishnaw
 @drmhowrah",2022
113,"रेल प्रशिक्षुओं के बीच कई तरह की भ्रम पैदा हो गए हैं। रेल प्रशासन को  भ्रम को दूर करना चाहिए।  
@RailMinIndia
 @ShivaGopalMish1
 @AshishMisshra
 #Act_Apprentices .",2022
114,"Pnr 8561043958, train 18029, no attendent, no bedding available .. 
@RailMinIndia
 @secrail
 @RailwaySeva
 @DRMBilaspur",2022
115,"Train 15654 coach B1 Washroom condition(inside and outside both ) is very poor, kindly check and make it clean@RailMinIndia 
@AshwiniVaishnaw
 @RailMinIndia",2022
116,"Train no. 16545
DOJ 301222
Couch: S2 
TTE misbehaved when asked for a penalty receipt . Run surprise surveillance on this person to control corruption.  
@RailMinIndia
 @EasternRailway",2022
117,"ट्रेन नंबर 15053 लखनऊ छपरा एक्सप्रेस स्लीपर कोच में S7 चार्जिंग प्वाइंट काम नहीं कर रहा है जिसके कारण यात्री को मोबाइल चार्जिंग करने में काफी परेशानी हो रही है, निवेदन है कि समस्या को समाधान करने की कृपा करें 
@RailMinIndia
 @RailwaySeva
 @aajtak
 @PMOIndia
 @UPGovt
 @news24tvchannel",2022
118,"Please let me know the reason for inordinately delaying train no 05138. How many hours will it take to travel just 3 kms from Varanasi Junction to Varanasi City and till final destination?  
@RailwaySeva
 @RailMinIndia",2022
119,"Travelling in 11077
Some people have caught thief  
He may be have consumed  some drugs or alcohol. 
S6 coach 
Please help
@RailMinIndia
 
@rpfnr_",2022
120,"Hi 
@RailMinIndia
 @IRCTCofficial
 train number #06221 is delayed almost 2hr 30 minutes.Myself and 2 year old kid and pregnant wife is stranded at Bangalore Cant station for last 3 hours and seriously disappointed service from Indian Railway",2022
121,"Hello! I'm traveling in the train which runs from tilak bridge to shri ganganagar (14728).I paid 227 bucks per person to travel comfortably and reserve seats but daily passenger are sitting on seats like i paid 10 to 20 rupees for my seat.Want help 
@RailMinIndia
 @RailwayNorthern",2022
122,"Dear 
@IRCTCofficial
 we are travelling in train 15065 coach B6, seat 25-50 in family group. There are cockroaches everywhere on seats. Kindly look into it. 
@RailMinIndia",2022
123,"सुबह 10 बजे से जाम मे आम जनता परेशान है कृपया यातायात पुलिस ध्यान दे संतोषी माता मंदिर से बेकल उत्साही रोड संतोषी माता मंदिर से बलरामपुर स्टेडियम तक 
@myogiadityanath
 @112UttarPradesh
 @RailMinIndia
 @nitin_gadkari",2022
124,"please help me?
My mother and father is onboard or not in this train. This is PNR no. 
PNR-2353670468
Trn:22902
Dt:30-12-22
Frm MVJ to BDTS
Cls:SL
P1-S4,29
P2-S4,30
Father and mother not pick up a call..
Please call me 8857946334.",2022
125,".
@IRCTCofficial
 @RailMinIndia
 It is my bad luck that i need to shuttle between two such cities where TRAIN - 12987 AJMER -SEALDAH frequently operates and i eventually have to book my tickets via this train. This is the most badly maintained and dirty train.",2022
126,"Is fatak ki wjah se logo ko dikkat ka samna krna par ra h ghanto band hone ki wjah se na#Ambulance aate hai na#school k bachcho k lea auto ata h plz ise or fatak ki trah#electric fatak me ya#Underpass bnaye fatak no.362 E2C CBJ NR Bareilly
no.9219673669
@RailMinIndia
 
@PMOIndia",2022
127,"Dear 
@IRCTCofficial
 @RailMinIndia
, I am travelling with my family including 3small kids to Kerala and one of my return ticket from Ernakulam to KYN Jnp for which the amount was already deducted from my bank, but now the ticket status shows as cancelled.please help.",2022
128,"Need medical assistance for 1 year old kid,her mother is travelling only with two kids in train 15658 Kamakhya delhi Brahmaputra express in.please help her with medical assistance,she had requested around 10pm but still no one attended.
@RailMinIndia
 @AshwiniVaishnaw",2022
129,"Washrooms are not clean in S2 & other coaches too in Lokshakti express train number 22928
From Ahmadabad to Bandra running now 
@WesternRly
 @RailMinIndia
 @AshwiniVaishnaw
 @RailwaySeva
 @IRCTCofficial",2022
130,"Train no. 12556 gorakhdham express अपने समय से लग भाग डेढ़ घंटे देरी से चल रही है इस ट्रेन में अधिकतर वो लोग होते है जिन्हे दिल्ली से ट्रेन चेंज करनी होती है  यात्री एक घंटे का मार्जिन लेके चले तब भी.....(1/2) 
@RailwaySeva
 @AshwiniVaishnaw
 @RailMinIndia
 @IRCTCofficial",2022
131,"Heavy Rush in Train  10111 Konkan kanya 
Pnr :- 8456679915 
S9
No Ticket Checker (TC) in train 
extra people travelling in Reservation coach.
@KonkanRailway
 @Central_Railway
 @Railway
 @RPFCR
 @RailwaySeva
 @RailMinIndia
 @IRCTCofficial",2022
132,"रेल सेवा अधिकारी गाड़ी क्रमांक १५०७३ समय से ४ घंटा लेट चल रही है बुजुर्ग एवं महिलाएं अत्याधिक परेशान है कृपया संज्ञान में लें 
@RailMinIndia
 @RailwayNorthern
 @AshwiniVaishnaw
 @RailwaySeva
 @IRCTCofficial",2022
