index,text,year,is_complaint_true,delay,crowding,expensive,derail,hygiene,management
11,"Why should 
@RailMinIndia
 charge #RESERVATION Fee, when anyone can board a RESERVED coach as if it's a GENERAL coach?

A view of 11029 Koyna Express  Reserved 2S coach after it Left 
@Central_Railway
 Kalyan stn Today.  
@drmmumbaicr
#IndianRailways
#ZeroWaitingList",2024,1,0,0,0,0,0,0
12,"What type of service is Indian Railways providing? Instead of cooling the AC compartment, it directly rained. 

Shame on you 
@RailMinIndia
 @RailwaySeva
 @IRCTCofficial
 @AshwiniVaishnaw",2024,1,0,0,0,0,0,0
13,"Ek bahot he gambhir shikayat wali tweet hai Indian railways ko lekar aaj ke he experience se,par abhi bolunga toh kuch log bolenge ye kya jab dekho tab bolta rehta hai,hamare sath to nahi hota kabhi kuch.",2024,1,0,0,0,0,0,0
14,"Running Five hour late ! 

If only railway minister can focus on making existing  train run on time first of all then grand ideas of launching swanky trains. 

All passed the buck by tagging twitter handles but no result.  

#IndianRailways",2024,1,1,0,0,0,0,1
15,"The irony of the Azad Hind Express! It seems to have taken the ‘freedom’ part of its name a bit too seriously—freedom from schedules, Started 12 hours late reach don't know when... 
@IndianRailMedia
 @RailwaySeva
 @RailMinIndia
 #IndianRailways",2024,1,1,0,0,0,0,0
16,"SHOCKING EXPOSE  

Pls raise your voice. Share widely

-Today I will show 4 different trains including #Vandebharat, How #IndianRailways systematically destroyed.

-All types of Trains are running either late,No water, DIRTY Toilets or Humans are meant to cattle transport",2024,1,1,1,0,0,1,1
17,"Watch ... ""Suhana  Suffer""

""First Class"" treatment by #IndianRailways

Rodents damage bags of passengers  traveling First AC  Coach H1 Cabin A on 12102 Jnaneswari Express about to reach Kalyan shortly. 
@RailMinIndia
@drmmumbaicr
 @RailwaySeva
 @RPF_INDIA
 Via 
@CG_bharatiya",2024,1,0,0,0,0,1,0
18,"Train no. 02351, 12 hour delayed from starting station,
Me waiting for it 
#indianrailways",2024,1,1,0,0,0,0,0
19,"You can have real swanky exteriors but ultimately the train was 4 hours late .. and the only technology that worked was the local coolie - accessing helplines and sms services for updates  took much longer 
#vandebharat #IndianRailways",2024,1,1,0,0,0,0,0
20,"I'm travelling by train alone. Earlier I used to travel in 3rd AC but now I travel in 2nd AC due to safety issues, now the TT took money and gave one single seat to 3 people who will get down after 3-4 hours. Now, I'm a bit worried if my stuff will be stolen.
#IndianRailways",2024,1,0,0,0,0,0,1
21,"These Indian Railways videos are common especially from Bihar, Uttar Pradesh, from the last several years. 

After Railway Budget merged with Union budget by BJP govt, no accountability.
@RailMinIndia
 means not only Vande Bharat.

#IndianRailways",2024,1,0,0,0,0,0,0
22,"कम लगेज के साथ आरामदायक और मंगलमय रेल यात्रा करें , परेशानी से बचें l   #IndianRailways
@RailMinIndia",2024,1,0,0,0,0,0,0
23,"The great Indian Railways despite all the tall talks failing miserably in making trains run on time ! 

Lesser train like 19412/DLPC SBIB express is running late by  3+ hours",2024,1,1,0,0,0,0,0
24,"@AshwiniVaishnaw
 @RailMinIndia
 does RPF and TCs only exist to loiter at the railway station platforms  or the situation (BECAUSE OF YOUR POLICIES) have backfired so hard that the situation is out of control and these basic things are Ram Bharose?",2023,1,0,0,0,0,0,1
25,"Why train no 15008 is #Running so Delayed by #3hrs.now this is timing   for arriving in #Basti while this train is still #Stand at #Barabanki  rly stn. No Any Authority are Responsible for this happening.
@RailMinIndia
 @RailwaySeva
 @AshwiniVaishnaw
 @drmljn
 @gmner_gkp",2023,1,1,0,0,0,0,1
26,"Disappointing..as to Why the avg speed is low..why can’t it run at least avg of 80-100 km/hr..kindly improve d tracks or tech or infra to increase the speed and save time so that max public could take benefit 
@PMOIndia
 @AshwiniVaishnaw
 @RailMinIndia",2023,1,0,0,0,0,0,1
27,"PNR-2207325451 Trn:12626
Charging points are not working. Plz help. 
@RailMinIndia
 @RailMadad
 @SCRailwayIndia
 @SWRRLY
 
Group Editor
For print media",2023,1,0,0,0,0,0,0
28,"@RailMinIndia
 वर्तमान समय में रेलवे का संचालन देखकर यही लग रहा है की ये अपने आप ही चल रहा है ।।  समय की कोई कमी नही है इनके पास ।।।।",2023,1,0,0,0,0,0,1
29,"@RailwaySeva
 @RailMinIndia
 
Toilets are overflowing and stinking in train no. 22498 Coach no. B13 Humsafar express. I have raised complaint through clean my coach but not helpful. Could someone pls help.
PNR 4604532444",2023,1,0,0,0,0,1,0
30,"Indian railway needs lot of improvement in terms of hygiene on the top of that staff asking for money to every passengers. Why would we give extra money for uncleaned area ??? 
@AshwiniVaishnaw
 @RailMinIndia
 @RailwaySeva
 @Central_Railway
 @EasternRailway
 @NWRailways
 @wc_railway",2023,1,0,0,0,0,1,0
31,"@AshwiniVaishnaw
 sir when is running late by almost 19 hrs then as to why 
@RailMinIndia
 can't arrange a special train so that it can depart from schedule station on time? Why to wait for train to reach destination? Train no 02569 is running almost 18 hrs.... 
@RailwaySeva
 plz see",2023,1,1,0,0,0,0,0
32,"Dear 
@RailMinIndia
 , train number 12314 [jammu to ajmer] is already delayed by 10 hours and still counting at jammu tavi station.  Thousands of people are suffering please look into this. 
@RailMinIndia
 @AshwiniVaishnaw
 @IndianRailMedia",2023,1,1,0,0,0,0,0
33,"When is this going to stop those who don't have sleeper class or ac tickets can't board into these coaches.
#12615
Really frightening and unsecure to travel with ladies especially in night times
@RPFCR
 @RailMinIndia
 @RailwaySeva
 @SCRailwayIndia
 @RailMadad",2023,1,0,0,0,0,0,1
34,"I am traveling with train number 20503 Rajdhani Express, 2AC B7, there is no any cleaningess in toilet and neither having water supply in few. There is no any resolution even after 2-3 complaints. 
@IRCTCofficial
 
@RailMinIndia
 
@AshwiniVaishnaw",2023,1,0,0,0,0,1,0
35,"@RailMinIndia
 @IRCTCofficial
 @AshwiniVaishnaw
 @RailwaySeva
 @RailMadad
 - Sir i am still waiting for some action. railway filed my TDR and till now no money refunded. They also say that Railway nevel files any TDR. What's should I do? 
@jagograhakjago
 Kindly assist...",2023,1,0,0,0,0,0,1
36,"@RailMinIndia
 @RailwaySeva
 This is very serious issue. What if these drunk people would have made any crime ! There are kids and Women around it…",2023,1,0,0,0,0,0,0
37,"(1)
Train no. 12708 which is running from Nizamuddin to Tirupati. As per schedule train must start from Nizamuddin at 05:30AM IST on 29th Dec but it was rescheduled to after 12:30hrs (started around 14:30IST in Nizamuddin station). 
@RailMinIndia
 @RailwaySeva",2023,1,1,0,0,0,0,0
38,"@RailwaySeva
 @RailMinIndia
 Since the 22415 Vande Bharat I traveled on yesterday, reached destination station after over 20 hours delay, and since I had to pay more than normal trains, do you guys owe me any refund, apologies, anything? I am still enraged though.",2023,1,1,0,1,0,0,0
39,"*Passenger refuses ‘halal tea’ on Vande Bharat Express.* Video shows a passenger fuming over the word 'halal' while the staff tried to explain that the tea was vegetarian. Why is IRCTC pushing Halal certified products in Indian Railways ? 
Why not FSSAI certified products ?",2023,1,0,0,0,0,0,0
40,"11 trains delayed as dense fog engulfs North India, no relief until December 31

Read: https://indiatoday.in/india/story/dense-fog-conditions-north-india-delhi-temperature-coldwave-visibility-reduced-imd-latest-weather-news-2481720-2023-12-29…

#Train #IndianRailways #Fog",2023,1,1,0,0,0,0,0
41,"Why this KanchanKanya Express (13149) is going  already 3 hours late? We are looking for some good services from Rail.
@IndianRailUsers
 @IRCTCofficial
 @IndianRailMedia
 @RailNf
 @RailMinIndia
 #KanchanKanyaExpress #India #WestBengal #westbengalnews #indianrailway #IndianRailways",2023,1,1,0,0,0,0,0
42,"कोहरे के चलते करीब 4 घंटे लेट हुई तेजस एक्सप्रेस, अब 1000 यात्रियों को मिलेगा मुआवज़ा 

#TrainDelay #Fog #IndianRailways | 
@ashishaajtak",2023,1,1,0,0,0,0,0
43,"@RailMinIndia
 @Central_Railway
Train no. 11050 KOP-ADI Exp..  Scheduled to leave from KOLHAPUR at 13.15 hrs on 30/12/2023 is RESCHEDULED to leave at 17.30 hrs on 30/12/2023 from KOLHAPUR due to late running of incoming pairing rake. Inconvenience caused is deeply regretted.",2023,1,1,0,0,0,0,0
44,"@RailMinIndia
 @Central_Railway
Train no. 15030 PUNE-GKP Exp..  Scheduled to leave from Pune at 10.45 hrs on 30/12/2023 is RESCHEDULED to leave at 14.30 hrs on 30/12/2023 from Pune due to late running of incoming pairing rake. Inconvenience caused is deeply regretted.",2023,1,1,0,0,0,0,0
45,"Ganakar dhal Station 12343 DARJEELING MAIL waiting 30 minutes. I asking what for the reason.....?????
@AshwiniVaishnaw
 @drm_kir
 @drmsdah
 @EasternRailway
 @PMOIndia
 @RailMinIndia
 @RailMinIndia
 @RailwaySeva
 @RailMadad
 
Please tell me what for reason waiting..........???",2023,1,1,0,0,0,0,0
46,"Sir, Train No 38728 reached its destination after 2 hrs and 5 minutes after its scheduled arrival.Many passengers missed their trains for Barddhaman main. Some passengers missed some express trains. It is a daily routine for SER. 
@EasternRailway
 @serailwaykol
 @RailMinIndia",2023,1,1,0,0,0,0,1
47,"A typical UP family is sitting beside me in the train and the lady is screaming top on her voice towards her children It's so fuckinnnn irritating. And 2 Bachelor Biharis chewing tobacco.
Typical Indian rail memories.
#IndianRailways",2023,1,0,0,0,0,0,0
48,#16591 Hampi express stuck at Penukonda for more than two hours … no relief yet #IndianRailways,2023,1,1,0,0,0,0,0
49,"Even 
@RPF_INDIA
 cannot handle in such a way #IndianRailways 

 Train such dogs for these type of duties
@RailMinIndia
 https://x.com/Ananth_IRAS/st/Ananth_IRAS/status/1740726731617730687…",2023,1,0,0,0,0,0,0
50,"No water in Train no 19314 , B1 coach . Pls help , All passangers are facing problem. 
#IndianRailways 
@RailMinIndia",2023,1,0,0,0,0,1,0
51,"Very poor service in train 12238 on 28/12/2023 ,
Cleaning and time
It takes one hour in outer BSB station .
#AshwaniVaishnav
#IndianRailways",2023,1,1,0,0,0,1,0
52,"im regular traveller to bangalore to mangalore n mangalore to bangalore train number 16515-16516 we book through online n get confirm seats,other passenger who buy general ticket n used to sit in our seats.its became horrible day by day fight with them ..sort tis  #IndianRailways",2023,1,0,1,0,0,0,1
53,"പാളത്തിലെ അറ്റകുറ്റപണി; കേരളത്തിലൂടെ ഓടുന്ന നടത്തുന്ന വിവിധ ദീര്‍ഘദൂര ട്രെയിനുകള്‍ റദ്ദാക്കി
Read More >>>  https://asianetnews.com/kerala-news/railway-track-repairs-various-long-distance-trains-running-through-kerala-have-been-cancelled-s6freo…
#IndianRailways #KeralaTrainSchedule",2023,1,1,0,0,0,0,0
54,"my pnr number 8512390565
my train is stop at palanpur jn almost 3 hour
and i call 139 complaint no and is say our server is down  call after some time 
why this type of answer say no information and my train is only no late alomst 3-4 train is late #irctc #IndianRailways",2023,1,1,0,0,0,0,0
55,"#IndianRailways #railways #railwayminister 
What is wrong with Indian not even a single train is running on right time . Currently travelling through train no 03229 and it is not running from last more than 1 hour",2023,1,1,0,0,0,0,0
56,"Shan E Punjab train was running late by 3 hrs. 2am we reached .Train speed was slow Suddenly a guy came snatch her purse Those people snatched some other passengers stuff also.snatching  sadar bazar.
#help
#DelhiPolice
#Arvindkejriwal #IndianRailways #UPCM #PrimeMinister",2023,1,1,0,0,0,0,0
57,"""Disappointed with the service of Train #12815! Running more than 6 hours late, causing major inconvenience. Punctuality matters! 
@RailMinIndia
, please address this issue promptly. #TrainDelay #IndianRailways""",2023,1,1,0,0,0,0,0
58,"Today I lost my belief in 
@RailMinIndia
 , I missed my train from hwh because another train 12884 in which I'm traveling from kgp to hwh got late by 3 hours. #IndianRailways shame on you, my money got wasted coz of you",2023,1,1,0,0,0,0,0
59,"Hey guys! Please avoid travelling by this train 'Shridham Express(12191)'. I was supposed to reach my destination pipariya in the morning at 5 a.m. but its almost 5 p.m. and we have not reached even Bhopal. Just disgusting. 
#IndianRailways 
@AshwiniVaishnaw
 
@RailMinIndia",2023,1,1,0,0,0,0,0
60,"No sign of police or tte in grand trunk train 12615 dispatched from vijayawada also
There are 80% occupancy with ladies in coaches at the same time people travelling with general tickets are denying to move from seat.
@RailMinIndia
 @RailwaySeva
 @SCRailwayIndia
 
@RPFCR",2023,1,0,1,0,0,0,0
61,"New Delhi Railway Station Right Now … Complete chaos … Whole platform is full of people seating and sleeping on floor … Terrible !!! 
@IRCTCofficial
 #Indianrailways #irctc #railways",2023,1,0,1,0,0,0,0
62,"This is really very bad from indian railways. Light is not there in Goa Express M1 coach number from last 20 minutes and the train is still running and no one is there to respond to the complaint. 
@IRCTCofficial
 @RailwaySeva
 @RailMinIndia
 @Central_Railway
 @sureshpprabhu",2023,1,0,0,0,0,1,0
63,"Hi..
I am Adarsh Kumar. 
Had booked three tier ticket in train Mahakaushal express tain no 12190  PNR No 2207347586 which train was scheduled to leave at 12:53, then it was delayed and reschedule in the morning please refund my money
#IndianRailways 
#IRCTC 
@AshwiniVaishnaw",2023,1,1,0,0,0,0,0
64,"नॉन इंटरलॉकिंग कार्य के चलते 10 ट्रेनों को किया रद्द...
#BreakingNews #IndianRailways #JaipurNews #Rajasthan #IndiaNews",2023,1,1,0,0,0,0,0
65,""" Disappointing experience on Indian Railways Sleeper Class! Overcrowded couch, unbearable odor, and filthy toilets make the journey unbearable. 
@RailMinIndia
, urgent attention needed for passenger comfort and cleanliness! #IndianRailways #PassengerExperience #CleanRailways""",2023,1,0,1,0,0,1,0
66,"#IndianRailways At train #04531. it is late by 4 hours . Then the premium coaches like the 2 tier are full of filthy uncleaned toilets . People like my parents have paid full premium fees for the seats and for what instance .pnr is 2451540476 .. 
@RailMinIndia
  @RailwaySeva",2023,1,1,0,0,0,1,0
67,"Hello 
@IRCTCofficial
 @RailMinIndia
 @Central_Railway
 . I have booked the ticket from Anand vihar to Kanpur, yesterday at noon the funds have been drafted but i have not got the ticket yet. may i know where my funds are gone or how soon i will receive them and why did it happen?",2023,1,0,0,0,0,0,0
68,"Hello Hon'ble Minister for Railways, IT, and Communications Shri 
@AshwiniVaishnaw
 Ji. There are several complaints by train passengers sharing videos during their train travel. Compiling a few videos of the past 3 days.  
C'C 
@RailMinIndia
 @RailwaySeva
1/N",2023,1,0,0,0,0,0,0
69,Dear @IRCTCofficial @AshwiniVaishnaw I just boarded Train No 12440 - Sri GangaNagar - Hazur Saheb Nanded Train… I am shocked to see this liquor bottle here in the train … Ladies around the seat are already feeling uncomfortable with this mess…,2023,1,0,0,0,0,1,0
70,"Imagine you're a middle class person travelling with your senior citizen parents in this sleeper class coach, tickets for which you bought months ago. Your parents are diabetic / old so they need to use washrooms frequently. HOW THE FUCK WILL THEY BE ABLE TO USE IT 
@RailMinIndia",2023,1,0,0,0,0,1,1
71,"मैं नई दिल्ली से दरभंगा जा रहा हूँ।
स्वतंत्रता सेनानी एक्सप्रेस से।
28 दिसंबर के मेरा टिकट है।
रात 9:15 ट्रेन खुलने का समय है।
और दरभंगा पहुंचने का समय 29 दिसंबर को शाम 5 बजे है।
लेकिन अभी रात 30 दिसंबर हो गया है।
और सुबह के 4 बज रहे हैं।
और मेरी ट्रेन मुजफ्फरपुर में ही है",2023,1,1,0,0,0,0,0
72,"India is a doomed country. Indian Railways is the worst railways organisation in the whole world. Train runnung from Manikpur to NZM is taking almost 30-35 hours? 
@RailMinIndia
 @RailwaySeva
 You can’t make that up. We’ve a hotel booked in Delhi and this mfing train will cost us",2023,1,1,0,0,0,0,1
73,"Travelling in Panchaganga SF express in A1 coach( 2 tier AC). This is the condition near the lavatory. Inside AC coach full Rat noise from roof entire night, quite disturbing. 
@SWRRLY
 @RailMinIndia
 @RailwaySeva
 . I am a frequent traveller, things are not improving.",2023,1,0,0,0,0,1,0
74,"Why Delhi to Hyderabad & Hyderabad To Delhi Train Is Going To Late it's 8, 10 hours Telangana Express?
@RailMinIndia
 @Central_Railway
 @SWRRLY
 @nerailwaygkp",2023,1,1,0,0,0,0,0
75,"Sir/ma'am, I am at old delhi station to board train 12413. train is delayed 7+ hrs. The train is standing still at Gurgaon station for almost 2 hrs. No update is being given here & seems other trains are being passed at the expense of 12413. 
@RailwaySeva
  @RailMinIndia",2023,1,1,0,0,0,0,0
76,"Travelling to 12810 hawra mail from drug Chhattisgarh to Mumbai…
I think people are spending money in AC compartments to get bare minimum facilities? Toilets are dirty no water in flush tank everything is dirty no empty place to dump our garbage.
@AshwiniVaishnaw
 @RailMinIndia",2023,1,0,0,0,0,1,0
77,"Travelling in train no 17008 with a kid. Cockroaches are roaming on the berth. Heard about the rail madad app and hence raised a complaint. It was closed without any action. Raised a second complaint and it hasn't been addressed for 10 hours now. 
@RailMinIndia
 @AshwiniVaishnaw",2023,1,0,0,0,0,1,0
78,"Worst evr exp. with rlwy 1st train got delayed by 5+hours and after waiting for the train at jaipur,we boarded train at 4 30am.We are travelling with pregnant lady & 3 year old the washroom is dirty & unbearable and no linen provided yet
PNR-6901863647 
@RailwaySeva
 @RailMinIndia",2023,1,1,0,0,0,1,0
79,"Anyone aware why AP Express train no 20806 is delayed continuously by 0430 hrs from last 3 days at Delhi railway station which is departure point
@AshwiniVaishnaw
  @IRCTCofficial
  @RailMinIndia
 @PMOIndia
 @RailwaySeva
 @IRSnews
 @the_hindu
 @DainikBhaskar",2023,1,1,0,0,0,0,0
80,"Train no. 13021 seat no. B10/32 . my destination was Muzaffarpur junction. I lost my Addidas shoes in Train . Someone stole that during night when I was sleeping 
@RailMinIndia
 @RailwaySeva",2023,1,0,0,0,0,0,0
81,"This is horrifying situation. We have elder and pregnant women in our family and this is how we will be travelling in smell and leftovers. Already train was 4 hrs late. Shame on  
@RailMinIndia
 @Central_Railway
 @NWRailways
 @drmhowrah
 @drmbikaner
 @RailwaySeva
.

Sharing pnr in dm.",2023,1,1,0,0,0,1,0
82,"Very sad and disappointed with 
@EasternRailway
 @AshwiniVaishnaw
 @Central_Railway
 
@narendramodi
 
@RailMinIndia
@AmitShah
If the train is delayed why there is no official notification from Railways for the same?

I have to wait for almost 4hrs.",2023,1,1,0,0,0,0,0
83,"This is the situation of the situation of sleeping coach in the train 17391 from Bangalore to yalavagi even after raised the concern 
@RailwaySeva
 they closed the issue without visiting the train 
@RailMinIndia
 @AshwiniVaishnaw
 kindly help here such pathetic service by 
@RailwaySeva",2023,1,0,0,0,0,0,1
84,"Traveling in RAC without a berth on Indian Railways can be uncomfortable for long journeys. 
@RailMinIndia
 @IRCTCofficial
 I suggest considering a fare concession for passengers in RAC to make the experience more equitable. Your attention to this matter is appreciated. #railways",2023,1,0,0,0,0,0,1
85,"T No 12657/MGR Chennai Central - KSR Bengaluru Mail of date 30.12.2023 is cancelled to operational reasons. #NTES National Train Enquiry System , official app of Indian Railways.",2023,1,0,0,0,0,0,1
86,"12309 patna- New delhi Rajdhani schedule by 4 hrs and they are not providing food , is that our problem that train is late , we have not got any notification that will not get food. Why are they doing this? Why? #rajdhaniexpress #IndianRailways 
@RailMinIndia
 @AshwiniVaishnaw",2023,1,1,0,0,0,0,1
87,"I am Really Fed Up today with Indian Railways,They started a solapur ajmer special,I booked a ticket from kalyan to ajmer,Train is 7.30hrs late on its first day.Really waiting from 7hrs on station, Train No 09628, Still waiting on Station for Train.
@RailMinIndia
 @Central_Railway",2022,1,1,0,0,0,0,1
88,"Train no 04499 Daily passenger Daily 2-3 Ganta late ho rahi yeh Train Delhi to Rewari daily passenger train hai maximum late aati hai Iss par action le 
@RailMinIndia
 @RailwayNorthern
 
@PMOIndia
 @narendramodi
 

#railway #IndianRailways",2022,1,1,0,0,0,0,0
89,"Inorder to waste water you need to have water. There's no drinking water available.. West Central railway please don't budget which is of no use. @pankajsharm_68 
@IndiaRailNews
 @RailMinIndia
 @RailwaySeva
. The train no. is 12416",2022,1,0,0,0,0,1,1
90,"@RailMinIndia
  water is leaking from wash basin and infiltrating to the coach... Train no. 02199 coach B-6",2022,1,0,0,0,0,1,0
91,",
@AshwiniVaishnaw
 @RailMinIndia
 @WesternRly
 @rpomumbai
 @drmbct
 
Hello every day issue is there in morning ya evening at rush time in Andheri non handicapped persons come and occupy the seats and gate specially ladies please tell to RPF & TC to visit and find to everyone",2022,1,0,1,0,0,0,0
92,"@RailMinIndia
 why are trains from east to west and vice versa are running latenfor the last 6 months... Why are passangers harrased",2022,1,1,0,0,0,0,1
93,"@RailMinIndia
 In train number 19490, all the toilets in sleeper S1, S2 coaches are full of filth, cleaning is very necessary, please ",2022,1,0,0,0,0,1,0
94,"@RailMinIndia
, train no. 18477 is late from the source station for more than 3.5-4hrs",2022,1,1,0,0,0,0,0
95,"I’m at Nagpur station, My train(12807)  is 5 hours and 15 minutes late for a journey of 6 hours. Where are your priorities? When will this change?
@Central_Railway
 @WesternRly
 @RailMinIndia
 @AshwiniVaishnaw",2022,1,1,0,0,0,0,1
96,"@IRCTCofficial
 @RailMinIndia
 @PMOIndia
 why train no. 15274 is not running properly.its standing since 1 hrs.",2022,1,1,0,0,0,0,0
97,"Dear 
@RailMinIndia
 @RailwayNorthern
 @RailwaySeva
 My PNR Number is 2253415120 and the Train No. Is 15012 from Chandigarh to Lucknow.
In this train AC / Heater is not working and we feel suffocation inside please look into it ....as we call operators Number of time but no response.",2022,1,0,0,0,0,0,0
98,"माननीय 
@RailMinIndia
 @AshwiniVaishnaw
 @drmhowrah
 एक तरफ बंदे भारत चलाने का योजना कर रहे हैं और दूसरी तरफ  लोकल ट्रेन को एक 0 लगाकर जनता को लूट रहे है वह भी हर रोज टाइम से नहीं 2 घंटा 3 घंटा लेट चलता है जैसे 03081",2022,1,1,0,0,0,0,1
99,"I can't believe this that Vikramshila express moving from Anvt to bhagalpur which was actually running 30-minute ahead till Mirzapur got delayed by more than 1 hr and 30 minutes between Mirzapur and Deen Dayal Upadhyaya junction. When will railway improve timing 
@RailMinIndia",2022,1,1,0,0,0,0,0
100,"No ticket checking by TTE in train no. 12512 Jam packed sleeper class coaches and people travelling without ticket. No point of having reservation as you can't travel http://comfortably.Is this the modernisation looks like? TTE should be punished 
@RailMinIndia
 @AshwiniVaishnaw",2022,1,0,1,0,0,0,1
101,"When it's RAC train ka safar nh SUFFER hota hai 
@RailMinIndia",2022,1,0,0,0,0,0,0
102,"Cancel Train List Today: रेलवे ने 274 ट्रेनें की रद्द, देखें कैंसिल ट्रेन की पूरी लिस्ट

https://zeenews.india.com/hindi/zee-hindustan/utility-news/indian-railways-cancelled-274-train-today-on-29-december-check-full-list/1505784…",2022,1,0,0,0,0,0,0
103,"Does Indian Railways think Passengers traveling from train does not have any time value or Work, the train is late by almost 7 hrs and still counting, truly pathetic experience - 03253. Please stop such services Indian Railways 
@RailMinIndia
 ,
@IRCTCofficial",2022,1,1,0,0,0,0,1
104,"When was the last time you traveled by the train and it  was on time,I usually travel by train and it is never on time, all this bullshit about fast railways and bullets. Try  and improve your normal railways system #railways 
#IndianRailways",2022,1,1,0,0,0,0,0
105,"रेलवे में 3 लाख 15 हजार से ज्यादा पद खाली 

https://sadaatimes.com/more-than-3-lakh-15-thousand-posts-are-vacant-in-railway/…

#indianrailways #posts #vacant #3lakh15thousand #bhopal #RTI #madhyapradesh #sadaatimes",2022,1,0,0,0,0,0,1
106,"Dear 
@AshwiniVaishnaw
 Sir,NTES app is showing wrong information.22178 is delayed by more than 1:30 hrs and still standing at Dadar but as per app,it's already reached CSMT at 12:34pm.Whom they are trying to fool!Goverment or People 
#IndianRailways
@RailMinIndia
 @Central_Railway",2022,1,1,0,0,0,0,0
107,"18415 -(BBN-PURI EXPRESS) never be in time .It's really harrasing passenger as they have some connected train further.
How to rely on Indian railways.Its a big question 
@AshwiniVaishnaw
 @AmitShah",2022,1,1,0,0,0,0,0
108,"सावधान…. 
ट्रेन रूकने से पहले दरवाजे तक न आए,
वरना आप भी हो सकतें है इस तरह के घटना का शिकार।

#railway #indianrailways #reality #facts",2022,1,0,0,0,1,0,0
109,Somewhere in Indian Railways this guy is so fast giving tickets to 3 passengers in 15 seconds.,2022,1,0,0,0,0,0,0
110,"@RailMinIndia
 @IRCTCofficial
 medical emergency in karnataka exp. 12628 A2 coach seat 11. Pls arrange DR.",2022,1,0,0,0,0,0,0
111,"#IndianRailways has notified that train traffic on #PambanBridge has been banned until 31 December. After the work is finished, the tests will be conducted by the railway engineers, and only then will the trains be permitted to pass the bridge.
#Railways
https://zeenews.india.com/railways/indian-railways-suspends-train-operations-on-pamban-bridge-till-december-31-2555321.html…",2022,1,0,0,0,0,0,0
112,"Are you fucking mad 
@indianrail
 without any reason stopped train at non stop station and we the payer of ticket got stuck to waste our time..
Why are you not taking some good steps for train management.
#IndianRailways #ashwanivaishnaw #NarendraModi #PMOIndia",2022,1,0,0,0,0,0,1
113,"(1/3) The Ministry of #Railways has denied reports about a potential data breach of IRCTC and said that the data breach was not from the IRCTC servers.The #IndianRailways said that further investigation on the possible data breach is being done by IRCTC.
https://livemint.com/news/india/indian-railways-denies-report-of-data-breach-from-irctc-server-11672280891122.html…",2022,1,0,0,0,0,0,0
114,"Hi All 
The #IndianRailways are becoming worse day by day .I have a bad experience and I face every time when I go by train this is my opinion and I go with yes
Next #public opinion",2022,1,0,0,0,0,0,1
