index,text,year,is_complaint_true,delay,crowding,expensive,derail,hygiene,management
84,"हांसी-रोहतक इलेक्ट्रिक लाइन का प्रधान मुख्य विद्युत अभियंता ने किया निरीक्षण
 निरीक्षण में मिली कमियो को दूर करने के निर्देश!
 100किमी की स्पीड से दौड़ा कर चेक की लाइन!
 लंबी दूरी की ट्रेने चल सकेगी!
 फ़िलहाल नाम का ही जंक्शन बना है हांसी! 
@RailMinIndia
@drmbikaner",2024,0,0,0,0,0,0,0
85,"क्या आपको ""समय पालन"" का मतलब पता है??
यदि नहीं तो 
@spjdivn
 इनसे सीखिए। 
@Srdomspj
 @ECRlyHJP
 @GM_ECRly
 @CPROECR
 जो केवल समय पालन पर ज्ञान बांट सकते हैं लेकिन उसे पर अमल नहीं कर सकते। इस रेल खंड के सवारी गाड़ी के प्रति रेलवे का सारा सिस्टम  क्यों? 
@RailMinIndia
 @KhagariaJn",2024,0,0,0,0,0,0,0
86,"Under the #RPFOperationVyavastha, crowd management was efficiently handled by the RPF Vadodara Division, ensuring convenience & safety for passengers amidst the rush. #PassengerSafety #CrowdManagement #IndianRailways #RPF 
@RPF_INDIA
 @rpfwr1
 @DRMBRCWR
 @RailMinIndia
 @WesternRly",2024,0,0,0,0,0,0,0
87,"जसीडीह स्टेशन पर शराब के साथ एक गिरफ्तार।
@RPF_INDIA
 @RailMinIndia
 @EasternRailway",2024,0,0,0,0,0,0,0
88,"बुलेट ट्रेन प्रोजेक्टः 16 किलोमीटर लंबी सुरंग के लिए 76,000 से अधिक सेग्मेंट्स बनाए जाएंगे। 
@WesternRly
 @RailMinIndia",2024,0,0,0,0,0,0,0
89,"न हों परेशान, ट्रेन यात्रा के दौरान रखें सीमित और जरुरी सामान !!  भारी और ज्यादा सामान लगेज यान में बुक करें, मंगलमय यात्रा आराम से करें l 
@RailMinIndia
 #IndianRailways",2024,0,0,0,0,0,0,0
90,Why wait in line when you can go online! Use the UTS Mobile App to buy your unreserved rail ticket. #IndianRailways #UTSMobileApp,2024,0,0,0,0,0,0,0
91,"न हों परेशान, ट्रेन यात्रा के दौरान रखें सीमित और जरुरी सामान !!  भारी और ज्यादा सामान लगेज यान में बुक करें, मंगलमय यात्रा आराम से करें l
@RailMinIndia
#IndianRailways",2024,0,0,0,0,0,0,0
92,"#NeemKaThana #श्रीमाधोपुर: छह ट्रेनों का बदला गया रूट 

फुलेरा रिंग्स होकर गुजरेंगी ट्रेन, जयपुर में रेलवे स्टेशन पर हो रहे नवीनीकरण कार्य को लेकर किया गया बदलाव...
#SachBedhadak #Indianrailways",2024,0,0,0,0,0,0,0
93,"हाइड्रोजन फ्यूल से चलेंगी ट्रेनें! IIT कानपुर और रेलवे बनाएगा खास तरह का ट्रेन इंज

#IITKanpur #IndianRailways #TV9Card",2024,0,0,0,0,0,0,0
94,"Explore the tourist spots of Madhya Pradesh with Indian Railways. 
#IndianRailways #Tourism #naturephoto #NatureBeautiful #photographie #naturistlifestyle",2024,0,0,0,0,0,0,0
95,"ट्रेन और रेल परिसर को साफ़ स्वच्छ रखें, कचरा फेंकने के लिए कूड़ेदान का उपयोग करें l #IndianRailways",2024,0,0,0,0,0,0,0
96,"A balmy sun bestowing it's brilliance upon the train, blessing it with a Bon Voyage!

#IndianRailways",2024,0,0,0,0,0,0,0
97,"A bird's-eye view of power & precision!  

22628 Trivandrum-Tiruchirappalli Intercity Express, powered by EDDX WAP4 22549 races through Vanchi Maniyachi Jn in this breathtaking drone video  

#Trainspotting #TravelIndia #IncredibleRailways #SouthernRailway #IndianRailways",2024,0,0,0,0,0,0,0
98,"Since PM 
@narendramodi
  took the lead, a new dawn has emerged for the Indian Railways. In just 10 years of the Modi government, it has extended to cover 44,000 kilometers.

Union Minister 
@AshwiniVaishnaw
 highlighted several other initiatives aimed at electrifying the railways",2024,0,0,0,0,0,0,0
99,Why not travel in general coach to feel the real essence of Indian Railways travel?,2024,0,0,0,0,0,0,0
100,"Pamban Bridge Update :
#India’s First Vertical Lift Indian Railways Bridge Nears Completion
Just 3 pillars left for centre span to be moved. #Railway 
@AshwiniVaishnaw
 
@India
 Tech Guide 
@cbdhage
 @marinebharat
 
@meetujain
 @UpdatesChennai",2024,0,0,0,0,0,0,0
101,"*स्वच्छ रेल परिसर* मण्डल के इटारसी JN पर आयोजित साफ सफाई व्यवस्था #IndianRailways 
@RailMinIndia
 @gmwcrailway
 @wc_railway
 @drmkota
 @drmjabalpur
 @AshwiniVaishnaw
 @DarshanaJardosh
 @raosahebdanve",2024,0,0,0,0,0,0,0
102,"Bharat Seats Ltd: (₹ 491 Cr)

Products: Seating systems, carpets, NVH components, and body sealing parts.
Utilized in: Four-wheelers and two-wheelers, Indian Railways.
Clients: Suzuki Motor Group and Maruti Suzuki India Ltd & more.",2024,0,0,0,0,0,0,0
103,"Although I had a few bad experiences with Indian railways, the hard work must also be appreciated.
#VandeBharat is a high quality train and better service (at a cost).
(Even Vande Bharat was running 30min late).
But overall it was a very good experience.
@RailMinIndia",2024,0,0,0,0,0,0,0
104,"J&K: Kashmir Rail Project

Srinagar- Reasi stretch completed, trial run by June end. 

Indian Railways edging closer to connecting Kashmir Valley to the rest of the railway network in India.

Report: 
@devjmu
@vishesh_jk
 @RailMinIndia
 @AshwiniVaishnaw
 @PMOIndia
 @diprjk",2024,0,0,0,0,0,0,0
105,"SPJ WAP4 22720 at Purnea Court after hauling 05539 Purnea Court - Saharsa Fast Passenger Special.

#IndianRailways #Bihar #Purnea 
@RailMinIndia
 @ECRlyHJP
 @spjdivn
 @PurneaTimes",2024,0,0,0,0,0,0,0
106,"9. Bharatiya Rail (The Indian Railways) is one of the largest employers in the world, employing over 1.4 million people.

#BharatKiBaat",2024,0,0,0,0,0,0,0
107,**Operation “Amanat” Success!**Kudos to the RPF Vadodara Division for their swift action in returning a passenger's forgotten luggage. Your dedication ensures a safer and more reliable journey for all.  #RPF #OperationAmanat #IndianRailways #CustomerService #Vadodara,2024,0,0,0,0,0,0,0
108,"IRCTC:   Indian Railway Catering and Tourism Corporation is a subsidiary of the Indian   Railways that handles the catering, tourism, and online ticketing operations.",2024,0,0,0,0,0,0,0
109,"एक छोटी सी लापरवाही जिंदगी पर भारी पड़ सकती है! रेलवे फाटक बंद होने पर धैर्य का परिचय दें जल्दबाजी में इसे पार करने का जोखिम न  उठायें यह जानलेवा साबित हो सकता है। 
#IndianRailways
@RailMinIndia
@AshwiniVaishnaw",2024,0,0,0,0,0,0,0
110,"अनारक्षित टिकट की बुकिंग के लिए #UTSMobileApp का उपयोग करें,  भीड़भाड़ से बचने के लिए ऑनलाइन को विकल्प बनाएं। #IndianRailways 
@RailMinIndia
 @gmwcrailway
 @wc_railway
 @drmkota
 @drmjabalpur
 @AshwiniVaishnaw
 @DarshanaJardosh
 @raosahebdanve",2024,0,0,0,0,0,0,0
111,These photos were incidentally captured when I was travelling from Mumbai to Chennai to take up my new assignment on my promotion to the current grade in 2017. Quite a memorable journey! #IndianRailways #Memories,2024,0,0,0,0,0,0,0
112,The Loco Pilot of a Vande Bharat train saw a cow on the track and applied emergency brakes but still the cow partially came underneath but was saved!  #IndianRailways #VandeBharat #Safety,2024,0,0,0,0,0,0,0
113,"रिश्तेदारों एवं परिवार के सदस्यों को स्टेशन छोड़ने आने वाले परिजन,  प्लेट फ़ार्म पर प्रवेश  करने से पहले प्लेटफार्म टिकट अवश्य खरीदें, रेल नियमों का पालन करें l  #IndianRailways",2024,0,0,0,0,0,0,0
114,"आवश्यक सूचना!!
यात्रियों की सुविधा के लिए आज दिनांक 22.05.2024 को  ट्रेन नंबर 12187 (गरीब रथ एक्सप्रेस) में दिए गए विवरण के अनुसार  थ्री टायर वातानुकूलित श्रेणी के दो अतिरिक्त कोच लगाए जा रहे हैं l #IndianRailways",2024,0,0,0,0,0,0,0
115,"सावधान !
कहीं आप अपरिचित और संदिग्ध सहयात्री से खाने पीने की वस्तुएं ग्रहण कर जहर खुरानी का शिकार तो नहीं होने जा रहे हैं,  सतर्क रहें
 #IndianRailways",2024,0,0,0,0,0,0,0
